"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CGRUP","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","Aug4_chg","Oct19_chg","Aug4_chg_norm","Oct19_chg_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","CUR_YIELD","FINAL_THG","SOLIDITY_WEIGHT_USED","YIELD_WEIGHT_USED"
"ACGLN","ACGL","","12","12/13/2024","","","0.2800","4.5500","21.7000","16.6200","c450","17.1500","0.5300","-4.5500","17.3600","18.8600","-1.1800","-9.0700","16.4400","20.9900","16.4400","21.2200","73.0000","17.1000","0.6600","-3.8900","52.5500","67.2400","70.3000","52.7500","-4.6000","0.4800","61.1300","68.1700","-4.1200","0.6600","54.0700","82.7400","33071.0000","32833.0000","35307.0000","33737.0000","66.9900","0.0665","436.5800","1.1200","2103.8600"
"ACGLO","ACGL","","11.5","12/13/2024","","","0.3400","5.4500","24.9300","19.3400","c550","20.7000","1.3600","-4.2300","20.7600","22.0700","-0.3100","-6.1900","19.9900","23.8200","19.2000","24.5000","73.0000","20.6400","0.6500","-3.1800","48.3200","55.1400","70.5300","43.4600","-4.2900","1.3000","58.4300","60.8300","-3.8600","1.4400","50.6600","74.9800","19885.0000","18509.0000","14436.0000","17610.0000","66.9900","0.0660","411.6200","1.1200","2103.8600"
"ACP PRA","ACP","","15","12/16/2024","","","0.3300","5.2500","24.6100","21.4700","c525","20.6000","-0.8700","-4.0100","21.3600","22.9000","-3.5400","-10.0600","20.0500","25.0000","19.6500","26.3300","76.0000","20.5500","0.5000","-4.4500","64.0100","71.4000","74.0900","60.0700","-4.0600","-0.9200","56.4300","80.6900","-5.7800","0.9000","75.8400","80.3500","2037.0000","1795.0000","1978.0000","1936.0000","56.0900","0.0639","443.2700","1.1200","2103.8600"
"ADC PRA","ADC","","11","10/22/2024","","","0.2700","4.2500","20.9200","15.8300","c425","16.9500","1.1200","-3.9700","17.4300","18.4600","-2.7400","-8.1800","16.9100","21.9400","15.7100","21.9400","21.0000","16.7400","-0.1700","-5.2000","60.1300","63.5000","90.0000","69.8700","-4.1800","0.9100","57.4800","64.3200","-5.2000","1.0300","68.2300","79.0500","15340.0000","11999.0000","9936.0000","12425.0000","65.3200","0.0635","443.9800","1.1200","2103.8600"
"AEFC","AEG","BB","12.5","11/29/2024","12/15/2024","","0.3200","5.1000","24.3200","18.5600","c500","19.7200","1.1600","-4.6000","20.0300","21.0300","-1.5300","-6.2200","18.6100","22.7000","18.2400","22.9000","59.0000","19.6100","1.0000","-3.0900","54.2500","55.2700","62.2300","42.2900","-4.7100","1.0500","62.0900","63.0600","-3.2900","1.3700","43.1800","75.6700","37485.0000","43497.0000","34566.0000","38516.0000","35.7600","0.0650","373.9300","1.1200","2103.8600"
"AFGC","AFG","BB","11.5","11/29/2024","","","0.3200","5.1300","26.2200","18.4600","c500","19.0200","0.5600","-7.2000","19.1200","20.7100","-0.5000","-8.1500","18.0100","23.4200","18.0100","23.4200","59.0000","18.9100","0.9000","-4.5100","49.2500","63.3800","64.6000","60.8500","-7.3100","0.4500","84.7000","68.4300","-4.5100","0.9000","59.1800","80.3500","6187.0000","5388.0000","7524.0000","6366.0000","64.8000","0.0678","437.2400","1.1200","2103.8600"
"AFGD","AFG","BB","11.5","11/15/2024","","","0.3500","5.6300","25.5600","20.3600","c550","20.4700","0.1100","-5.0900","20.7500","22.7100","-1.3500","-9.8600","18.1900","25.3700","18.1900","25.6100","45.0000","20.2900","2.1000","-5.0800","53.3800","70.5600","36.1100","68.3000","-5.2700","-0.0700","66.9600","73.0900","-5.3200","2.1000","69.8000","68.4100","7274.0000","7007.0000","6548.0000","6943.0000","64.8000","0.0694","439.2900","1.1200","2103.8600"
"AGM PRD","AGM","","NR","12/27/2024","","","0.3600","5.7000","25.2800","21.0400","c550","21.4100","0.3700","-3.8700","21.9700","22.8800","-2.5400","-6.4100","20.9200","24.8600","20.2600","25.7000","87.0000","21.4000","0.4800","-3.4600","59.1600","56.0700","74.5700","47.1200","-3.8800","0.3600","54.8700","69.2400","-4.3000","1.1400","56.4300","77.9600","4367.0000","4428.0000","6988.0000","5261.0000","50.7400","0.0666","410.1000","1.1200","2103.8600"
"AGM PRE","AGM","","NR","12/27/2024","","","0.3600","5.7500","24.9000","21.5500","c550","21.5700","0.0200","-3.3300","22.0300","23.0000","-2.0900","-6.2200","21.2500","24.4000","20.3100","24.9300","87.0000","21.5600","0.3100","-2.8400","56.9700","55.2700","78.6100","39.0200","-3.3400","0.0100","50.1700","72.3700","-3.3700","1.2500","44.2300","76.8700","3635.0000","1923.0000","2617.0000","2725.0000","50.7400","0.0667","402.3200","1.1200","2103.8600"
"AGM PRF","AGM","","NR","12/27/2024","","","0.3300","5.2500","22.5000","19.9000","c525","19.4400","-0.4600","-3.0600","20.2900","21.1700","-4.1800","-8.1900","19.2600","23.3400","17.8200","23.9900","87.0000","19.4300","0.1700","-3.9100","67.1200","63.5400","81.9300","53.0100","-3.0700","-0.4700","47.8300","76.6700","-4.5600","1.6100","59.8400","73.2800","9180.0000","8152.0000","9428.0000","8920.0000","50.7400","0.0676","428.7500","1.1200","2103.8600"
"AGM PRG","AGM","","NR","12/27/2024","","","0.3000","4.8800","21.8000","18.2000","c475","18.2700","0.0700","-3.5300","18.8900","19.7900","-3.3000","-7.6900","17.8800","22.1500","17.1600","22.3700","87.0000","18.2600","0.3800","-3.8900","62.8500","61.4400","76.9400","52.7500","-3.5400","0.0600","51.9100","71.9200","-4.1100","1.1000","53.9300","78.3600","9043.0000","8225.0000","11870.0000","9713.0000","50.7400","0.0668","420.0100","1.1200","2103.8600"
"AHH PRA","AHH","","NR","1/2/2025","","","0.4200","6.7500","26.4300","20.5000","c675","21.8100","1.3200","-4.6100","21.9400","22.4700","-0.5300","-2.9000","19.8800","24.9300","19.5200","25.7600","3.0000","21.4100","1.5300","-3.5200","49.3900","41.3300","49.6400","47.9100","-5.0200","0.9100","64.7800","64.3200","-4.3500","1.8900","57.0800","70.5000","8170.0000","5522.0000","3627.0000","5773.0000","35.8100","0.0788","388.6900","1.1200","2103.8600"
"AIZN","AIZ","BB","10","12/27/2024","","","0.3300","5.2500","24.0000","17.7400","c525","20.3400","2.6000","-3.6600","19.6600","20.9200","3.4400","-2.7800","18.0100","23.1400","17.7000","23.1400","87.0000","20.3300","2.3200","-2.8100","30.1100","40.8200","30.8900","38.6300","-3.6700","2.5900","53.0400","49.2800","-2.8100","2.6300","36.8900","63.1300","11875.0000","13182.0000","11776.0000","12278.0000","63.2800","0.0646","350.6400","1.1200","2103.8600"
"ALL PRH","ALL","","12","12/27/2024","","","0.3200","5.1000","24.7800","18.7400","c500","20.8700","2.1300","-3.9100","21.0800","22.2100","-1.0000","-6.0400","19.3700","24.8500","18.3800","24.9700","87.0000","20.8600","1.4900","-3.9900","51.6800","54.5100","50.5900","54.0500","-3.9200","2.1200","55.2200","53.4900","-4.1100","2.4800","53.9300","64.6300","86243.0000","72306.0000","75646.0000","78065.0000","75.5700","0.0611","402.9400","1.1200","2103.8600"
"ALL PRI","ALL","","12","12/27/2024","","","0.3000","4.7500","24.9200","17.8500","c475","19.4500","1.6000","-5.4700","19.5700","20.8700","-0.6200","-6.8100","18.5600","23.4500","17.5000","24.4900","87.0000","19.4400","0.8800","-4.0100","49.8300","57.7500","65.0700","54.3100","-5.4800","1.5900","68.7800","58.2300","-5.0500","1.9400","66.2600","70.0000","23508.0000","20730.0000","26601.0000","23613.0000","75.5700","0.0611","420.3900","1.1200","2103.8600"
"AMH PRG","AMH","","9","12/13/2024","","","0.3700","5.8800","25.4700","21.4300","c575","22.7700","1.3400","-2.7000","23.0700","23.4100","-1.2900","-2.7500","21.7600","25.1600","21.1000","25.3400","73.0000","22.7000","0.9400","-2.4600","53.0800","40.7000","63.6500","34.0500","-2.7700","1.2700","45.2200","61.1000","-2.6400","1.6000","34.6600","73.3800","8130.0000","9785.0000","10658.0000","9524.0000","60.3600","0.0648","377.3300","1.1200","2103.8600"
"AMH PRH","AMH","","9","12/13/2024","","","0.3900","6.2500","25.8500","22.3800","c625","23.4800","1.1000","-2.3700","24.1200","24.3200","-2.6700","-3.4500","22.7000","25.4900","21.7400","26.2500","73.0000","23.4100","0.7100","-2.0800","59.7900","43.6400","69.1100","29.0800","-2.4400","1.0300","42.3500","63.2400","-2.8400","1.6700","37.2800","72.6900","7882.0000","7279.0000","5991.0000","7051.0000","60.3600","0.0667","388.9900","1.1200","2103.8600"
"ASB PRE","ASB","","10","12/2/2024","","","0.3700","5.8800","25.1000","16.7700","c575","20.4000","3.6200","-4.7100","20.4600","21.3500","-0.3500","-4.4900","19.2500","23.7400","16.2000","23.7500","62.0000","20.2700","1.0200","-3.4700","48.5200","48.0100","61.7500","47.2500","-4.8300","3.5000","63.1300","41.1400","-3.4800","4.0700","45.6700","48.8100","3685.0000","2928.0000","3848.0000","3487.0000","55.0600","0.0725","385.5700","1.1200","2103.8600"
"ASB PRF","ASB","","10","12/2/2024","","","0.3500","5.6300","25.2500","16.4000","c550","19.3000","2.9000","-5.9500","19.6100","20.4300","-1.6000","-5.5200","18.5100","22.4500","15.3000","22.9100","62.0000","19.1900","0.6800","-3.2600","54.5900","52.3300","69.8200","44.5100","-6.0600","2.7900","73.8300","47.4900","-3.7200","3.8900","48.8200","50.6000","5919.0000","4723.0000","3373.0000","4672.0000","55.0600","0.0733","402.4400","1.1200","2103.8600"
"ATH PRB","-","","11","12/13/2024","","","0.3500","5.6300","25.2600","18.0000","c550","19.8000","1.8000","-5.4600","19.7100","21.1000","0.4300","-6.1800","18.3400","23.5300","16.6600","23.5300","73.0000","19.7300","1.3900","-3.8000","44.7300","55.1000","52.9700","51.5700","-5.5300","1.7300","69.2200","56.9800","-3.8000","3.0700","49.8700","58.7600","21477.0000","21218.0000","19488.0000","20727.0000","44.0500","0.0713","385.1200","1.1200","2103.8600"
"ATH PRD","-","","11","12/13/2024","","","0.3000","4.8800","21.6900","15.2400","c475","16.8900","1.6500","-4.8000","17.0600","18.3100","-0.9700","-7.7500","15.8600","20.6100","15.1900","20.6100","73.0000","16.8300","0.9700","-3.7800","51.5300","61.7000","62.9400","51.3100","-4.8600","1.5900","63.3900","58.2300","-3.7800","1.6400","49.6100","72.9900","46850.0000","43301.0000","47488.0000","45880.0000","44.0500","0.0725","406.3400","1.1200","2103.8600"
"AXS PRE","AXS","","11.5","12/26/2024","","","0.3400","5.5000","24.0400","19.2600","c550","20.4200","1.1600","-3.6200","20.5400","21.4500","-0.5900","-4.8200","19.4500","23.2100","18.7700","23.6600","86.0000","20.4000","0.9500","-2.8100","49.6800","49.3900","63.4100","38.6300","-3.6400","1.1400","52.7800","62.2600","-3.2600","1.6300","42.7900","73.0800","31353.0000","28635.0000","27234.0000","29074.0000","67.3500","0.0674","402.3500","1.1200","2103.8600"
"BAC PRB","BAC","","11","10/29/2024","6/16/2023","","0.3800","6.0000","25.6900","23.0200","c600","24.8700","1.8500","-0.8200","24.7300","25.0500","0.5600","-0.7100","24.0400","25.6300","22.3000","25.6300","28.0000","24.6100","0.5700","-1.0200","44.1000","32.1300","72.4300","15.2300","-1.0800","1.5900","30.5200","58.2300","-1.0200","2.3100","13.4100","66.3200","80844.0000","92816.0000","136655.0000","103438.0000","78.0400","0.0610","358.6100","1.1200","2103.8600"
"BAC PRK","BAC","","11","1/2/2025","","","0.3700","5.8800","25.6800","22.0000","c575","24.4600","2.4600","-1.2200","24.2600","24.7600","0.8100","-1.2000","23.3500","25.3200","21.5100","25.4300","3.0000","24.1000","0.7500","-1.2200","42.8800","34.1900","68.1600","17.8400","-1.5800","2.1000","34.8700","53.6700","-1.3300","2.5900","17.4800","63.5300","51814.0000","55015.0000","70449.0000","59093.0000","78.0400","0.0610","358.6800","1.1200","2103.8600"
"BAC PRM","BAC","","11","12/2/2024","","","0.3400","5.3800","25.1800","20.7000","c525","21.7800","1.0800","-3.4000","22.1100","23.1300","-1.5000","-5.8200","20.8300","24.8800","20.5400","24.8800","62.0000","21.6700","0.8400","-3.2100","54.1000","53.5900","66.0200","43.8600","-3.5100","0.9700","51.6500","63.7800","-3.2100","1.1300","42.1300","78.0600","90513.0000","82259.0000","113292.0000","95355.0000","78.0400","0.0621","414.5000","1.1200","2103.8600"
"BAC PRN","BAC","","11","12/2/2024","","","0.3100","5.0000","23.9000","19.2500","c500","20.3800","1.1300","-3.5200","20.5300","21.7100","-0.7200","-6.1400","19.3700","23.8600","19.0000","24.0400","62.0000","20.2800","0.9100","-3.5800","50.3200","54.9300","64.3600","48.6900","-3.6200","1.0300","52.6100","63.2400","-3.7600","1.2800","49.3400","76.5700","108347.0000","102306.0000","157451.0000","122702.0000","78.0400","0.0616","415.3900","1.1200","2103.8600"
"BAC PRP","BAC","","11","10/15/2024","","","0.2600","4.1200","20.8000","15.5700","c400","16.8900","1.3200","-3.9100","17.0500","18.1600","-0.9400","-6.9700","16.1700","20.0000","15.4000","20.5800","14.0000","16.6700","0.5000","-3.3300","51.3800","58.4200","74.0900","45.4200","-4.1300","1.1000","57.0400","62.6200","-3.9100","1.2700","51.3100","76.6700","68978.0000","63597.0000","83404.0000","71993.0000","78.0400","0.0618","423.1500","1.1200","2103.8600"
"BAC PRQ","BAC","","11","11/1/2024","","","0.2700","4.2500","20.4600","16.1100","c425","17.3400","1.2300","-3.1200","17.4800","18.5800","-0.8200","-6.6800","16.5600","20.5100","15.9800","21.0000","31.0000","17.1600","0.6000","-3.3500","50.8000","57.2000","71.7200","45.6900","-3.3000","1.0500","49.8300","63.0600","-3.8400","1.1800","50.3900","77.5600","106481.0000","107420.0000","133213.0000","115705.0000","78.0400","0.0619","420.1100","1.1200","2103.8600"
"BAC PRS","BAC","","11","11/1/2024","","","0.3000","4.7500","22.4900","18.2400","c475","","1.1000","-3.1500","19.5600","20.7900","-1.1000","-6.9700","18.5500","23.0500","17.8200","23.4400","31.0000","19.1400","0.5900","-3.9100","52.1600","58.4200","71.9600","53.0100","-3.3500","0.9000","50.2600","64.4100","-4.3000","1.3200","56.4300","76.1700","47421.0000","39513.0000","56478.0000","47804.0000","78.0400","0.0620","426.9300","1.1200","2103.8600"
"BCV PRA","BCV","","16","12/16/2024","","","0.3400","5.3900","24.6900","22.1500","c525","21.7600","-0.3900","-2.9300","22.1900","22.9200","-1.9200","-5.0700","21.5100","24.7100","21.5100","25.2600","76.0000","21.7100","0.2000","-3.0000","56.1400","50.4400","81.2200","41.1100","-2.9800","-0.4400","47.0400","76.4000","-3.5500","0.2000","46.5900","87.3100","1612.0000","1503.0000","614.0000","1243.0000","59.6100","0.0621","405.3500","1.1200","2103.8600"
"BFS PRD","BFS","","NR","12/27/2024","","","0.3800","6.1300","24.1500","19.3000","c625","20.9300","1.6300","-3.2200","20.9800","21.4600","-0.2400","-2.4800","19.3000","23.7600","19.0100","23.9500","87.0000","20.9200","1.6200","-2.8400","47.9800","39.5600","47.5100","39.0200","-3.2300","1.6200","49.2200","57.9600","-3.0300","1.9100","39.7700","70.3000","3324.0000","2441.0000","677.0000","2147.0000","44.2000","0.0733","369.2900","1.1200","2103.8600"
"BFS PRE","BFS","","NR","12/27/2024","","","0.3800","6.0000","24.6000","18.9300","c600","21.5500","2.6200","-3.0500","20.8300","21.4500","3.4500","0.4700","18.3400","24.0600","18.3400","24.4900","87.0000","21.5400","3.2000","-2.5200","30.0600","27.1800","10.0000","34.8400","-3.0600","2.6100","47.7400","49.1100","-2.9500","3.2000","38.7200","57.4600","4223.0000","3916.0000","1950.0000","3363.0000","44.2000","0.0696","316.1300","1.1200","2103.8600"
"BHFAL","BHF","BB","10.5","12/2/2024","9/15/2023","","0.3900","6.2500","26.3500","20.6900","c625","19.3000","-1.3900","-7.0500","20.6200","22.5700","-6.3900","-14.4900","19.0500","25.4700","19.0500","25.4700","62.0000","19.1800","0.1300","-6.2900","77.8600","90.0000","82.8800","84.1200","-7.1700","-1.5100","83.4800","85.9700","-6.2900","0.1300","82.5200","88.0100","19681.0000","19960.0000","19296.0000","19646.0000","59.6400","0.0815","532.8200","1.1200","2103.8600"
"BHFAM","BHF","","10.5","12/6/2024","","","0.2900","4.6300","21.1300","13.3500","c450","13.3100","-0.0400","-7.8200","14.6100","16.0700","-8.8900","-17.1700","13.0800","18.8800","13.0300","18.9500","66.0000","13.2300","0.1500","-5.6500","90.0000","35.5800","82.4000","75.7500","-7.9000","-0.1200","89.8300","73.5300","-5.7200","0.2000","75.0500","87.3100","34251.0000","25972.0000","32136.0000","30786.0000","58.4700","0.0875","493.5000","1.1200","2103.8600"
"BHFAN","BHF","","10","12/6/2024","","","0.3400","5.3800","22.6900","15.2700","c525","14.8600","-0.4100","-7.8300","16.2500","18.2400","-8.5400","-18.5500","14.5400","21.4700","14.5400","21.6300","66.0000","14.7700","0.2300","-6.7000","88.3000","35.5800","80.5000","89.4800","-7.9200","-0.5000","90.0000","76.9400","-6.8600","0.2300","90.0000","87.0100","61802.0000","59891.0000","62539.0000","61411.0000","58.4700","0.0911","510.4400","1.1200","2103.8600"
"BOH PRA","BOH","","12","10/17/2024","8/1/2026","","0.2700","4.3800","20.4400","13.0500","c425","15.7100","2.6600","-4.7300","15.6300","16.5300","0.4900","-4.9400","14.5100","19.1000","12.8600","19.2400","16.0000","15.4900","0.9800","-3.6100","44.4400","49.9000","62.7000","49.0800","-4.9500","2.4400","64.1700","50.6300","-3.7500","2.6300","49.2100","63.1300","8946.0000","6478.0000","6744.0000","7389.0000","54.6600","0.0707","392.0800","1.1200","2103.8600"
"BWBBP","BWB","","NR","11/11/2024","8/17/2026","","0.3700","5.8800","23.5200","16.5700","c575","18.5200","1.9500","-5.0000","18.8700","19.1000","-1.8700","-3.0400","18.1000","21.4000","15.2500","22.0000","41.0000","18.3200","0.2200","-3.0800","55.9000","41.9200","80.7400","42.1600","-5.2000","1.7500","66.3500","56.8000","-3.6800","3.0700","48.3000","58.7600","2900.0000","1887.0000","2185.0000","2324.0000","47.6900","0.0802","408.0800","1.1200","2103.8600"
"CADE PRA","CADE","","NR","11/1/2024","11/20/2024","","0.3400","5.5000","24.1600","16.6900","c550","20.6700","3.9800","-3.4900","20.9100","21.1900","-1.1600","-2.4300","19.6000","23.2200","16.1300","23.4900","31.0000","20.4500","0.8500","-2.7700","52.4500","39.3500","65.7900","38.1000","-3.7100","3.7600","53.3900","38.8100","-3.0400","4.3200","39.9000","46.3200","9878.0000","11125.0000","10303.0000","10436.0000","30.2700","0.0672","333.9000","1.1200","2103.8600"
"CFG PRE","CFG","","10","12/18/2024","","","0.3100","5.0000","22.3400","16.2000","c500","18.9300","2.7300","-3.4100","19.2600","20.3000","-1.6900","-6.7400","17.9900","22.6800","15.1700","23.3800","78.0000","18.8900","0.9000","-3.7900","55.0300","57.4500","64.6000","51.4400","-3.4500","2.6900","51.1300","48.3900","-4.4900","3.7200","58.9200","52.2900","32735.0000","29195.0000","26352.0000","29427.0000","59.6300","0.0662","398.6600","1.1200","2103.8600"
"CFR PRB","CFR","","11.5","11/27/2024","","","0.2800","4.4500","21.8000","15.8900","c450","17.2500","1.3600","-4.5500","17.3900","18.6400","-0.8000","-7.4500","16.3400","21.7000","15.6000","22.1500","57.0000","17.1500","0.8100","-4.5500","50.7000","60.4400","66.7400","61.3700","-4.6500","1.2600","61.5700","61.1900","-5.0000","1.5500","65.6100","73.8800","9482.0000","8719.0000","8014.0000","8738.0000","61.3500","0.0649","419.5600","1.1200","2103.8600"
"CIM PRA","CIM","","NR","12/11/2024","10/21/2021","","0.5000","8.0000","22.8200","18.1500","c775","22.0300","3.8800","-0.7900","21.7500","22.6200","1.2700","-2.6200","19.8500","24.5600","17.3300","24.5600","71.0000","21.9200","2.0700","-2.6400","40.6500","40.1500","36.8200","36.4100","-0.9000","3.7700","28.9600","38.7200","-2.6400","4.5900","34.6600","43.6300","9058.0000","10246.0000","8230.0000","9178.0000","18.6700","0.0912","347.0500","1.1200","2103.8600"
"CMSC","CMS","BB","11.5","12/27/2024","10/15/2023","","0.3700","5.8800","25.1900","21.7400","c575","22.5300","0.7900","-2.6600","22.4800","23.7200","0.2400","-5.0400","21.2800","25.0300","21.2800","25.3600","87.0000","22.5200","1.2400","-2.5100","45.6500","50.3100","56.5300","34.7100","-2.6700","0.7800","44.3500","65.4800","-2.8400","1.2400","37.2800","76.9700","31497.0000","43971.0000","99901.0000","58456.0000","68.5900","0.0653","393.2200","1.1200","2103.8600"
"CNO PRA","CNO","BB","NR","11/15/2024","11/25/2025","","0.3200","5.1300","22.0800","14.9500","c500","17.4100","2.4600","-4.6700","18.3000","19.7700","-4.8400","-11.9200","16.5400","22.0000","14.6400","22.5300","45.0000","17.2500","0.7100","-4.7500","70.3300","79.2100","69.1100","63.9900","-4.8300","2.3000","63.1300","51.8800","-5.2800","2.6100","69.2800","63.3300","1567.0000","1319.0000","1334.0000","1407.0000","53.6900","0.0743","455.2800","1.1200","2103.8600"
"COF PRI","COF","","10","11/13/2024","","","0.3100","5.0000","23.2100","16.1200","c500","19.0400","2.9200","-4.1700","19.0400","19.9300","0.0200","-4.4800","17.7500","21.8300","15.6500","22.0400","43.0000","18.8800","1.1300","-2.9500","46.7200","47.9600","59.1400","40.4600","-4.3300","2.7600","58.7800","47.7600","-3.1600","3.2300","41.4800","57.1600","104561.0000","94219.0000","101874.0000","100218.0000","74.3600","0.0662","392.9500","1.1200","2103.8600"
"COF PRJ","COF","","10","11/13/2024","","","0.3000","4.8000","21.9000","15.5400","c475","17.9500","2.4100","-3.9500","18.2000","19.0200","-1.3800","-5.6400","16.9700","20.7200","15.0500","20.8500","43.0000","17.7900","0.8200","-2.9300","53.5200","52.8300","66.5000","40.2000","-4.1100","2.2500","56.8700","52.3300","-3.0600","2.7400","40.1600","62.0400","100287.0000","90939.0000","80786.0000","90671.0000","74.3600","0.0675","409.3700","1.1200","2103.8600"
"COF PRK","COF","","10","11/13/2024","","","0.2900","4.6300","22.1700","14.9900","c450","17.5000","2.5100","-4.6700","17.5900","18.7300","-0.5200","-6.5500","16.4600","20.8500","14.6400","21.0700","43.0000","17.3500","0.8900","-3.5000","49.3400","56.6600","64.8400","47.6500","-4.8200","2.3600","63.0400","51.3400","-3.7200","2.7100","48.8200","62.3400","9192.0000","9169.0000","10897.0000","9753.0000","74.3600","0.0667","414.5700","1.1200","2103.8600"
"COF PRL","COF","","10","11/13/2024","","","0.2700","4.3800","20.0600","13.8400","c425","16.6100","2.7700","-3.4500","16.6200","17.7300","-0.0700","-6.3200","15.4200","20.1400","13.5700","20.1600","43.0000","16.4700","1.0500","-3.6700","47.1600","55.6900","61.0400","49.8700","-3.5900","2.6300","52.3500","48.9300","-3.6900","2.9000","48.4300","60.4500","46742.0000","42724.0000","36489.0000","41985.0000","74.3600","0.0665","407.8300","1.1200","2103.8600"
"COF PRN","COF","","10","11/13/2024","","","0.2700","4.2500","19.9400","13.6800","c425","16.5500","2.8700","-3.3900","16.3900","17.2800","0.9700","-4.2300","15.1500","19.7200","13.2600","19.8100","43.0000","16.4100","1.2600","-3.3100","42.1100","46.9100","56.0500","45.1600","-3.5300","2.7300","51.8300","48.0300","-3.4000","3.1500","44.6200","57.9600","33541.0000","26085.0000","21243.0000","26957.0000","74.3600","0.0647","386.9500","1.1200","2103.8600"
"CUBB","CUBI","BB","NR","12/13/2024","","","0.3400","5.3800","23.5600","18.7500","c525","19.7500","1.0000","-3.8100","19.8600","19.9900","-0.5400","-1.2000","18.3000","21.8500","16.8900","22.0000","73.0000","19.6900","1.3900","-2.1600","49.4400","34.1900","52.9700","30.1300","-3.8700","0.9400","54.7800","64.0500","-2.3100","2.8000","30.3300","61.4400","2185.0000","2752.0000","1207.0000","2048.0000","45.6500","0.0683","351.1600","1.1200","2103.8600"
