PREF IBKR,PREF YF,CMON,FF-FR_,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CMON OUTS SHARES,CMON SECTOR,LAST PRICE,TIME TO DIV,DIV ADJ.PRICE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,Div adj.price,6M_Low_diff,6M_High_diff,SMA88_chg_norm,SMA268_chg_norm,6M_Low_diff_norm,6M_High_diff_norm,1Y_High_diff,1Y_Low_diff,1Y_High_diff_norm,1Y_Low_diff_norm,ADV_6M,ADV_3M,ADV_15D,AVG_ADV
ABLLL,ABLLL,ABL,,BB,8.0,05/13/2025,2/15/2027,11/15/2028,0.62,9.88%,,,95.62,Insurance,,44.0,,,,,,24.79,,,25.5,26.19,-2.79,-5.35,20.52,38.5,20.52,38.5,24.47,3.95,-14.03,60.201578,65.562701,39.147287,,-14.03,3.95,,64.140753,11349,12656,13749,12585
ABR PRD,ABR-D,ABR,,,8.0,06/17/2025,6/2/2026,NONE,0.4,6.38%,21.35,16.6,192.08,Reit,,79.0,,,,,,17.61,1.01,-3.74,17.53,18.27,0.48,-3.64,16.75,19.98,15.9,19.98,17.56,0.81,-2.42,48.737949,59.278824,78.093023,34.856397,-2.42,1.66,34.010088,79.13257,14645,14263,9123,12677
ABR PRE,ABR-E,ABR,,,8.0,06/17/2025,8/11/2026,NONE,0.39,6.25%,21.35,16.6,192.08,Reit,,79.0,,,,,,17.25,0.65,-4.1,17.14,18.08,0.63,-4.57,16.3,20.6,16.0,20.94,17.2,0.9,-3.4,48.212095,62.696371,76.976744,45.091384,-3.74,1.2,47.326608,82.144026,7809,9423,4678,7303
ABR PRF,ABR-F,ABR,NFF,,8.0,07/11/2025,10/30/2026,NONE,0.39,6.25%,,,192.08,Reit,,13.0,,,,,,20.4,,,21.12,20.61,-3.41,-1.04,19.19,23.3,17.15,23.3,20.07,0.88,-3.23,62.37511,49.724391,77.224806,43.315927,-3.23,2.92,42.181589,70.883797,19810,15554,11504,15623
ACR PRC,ACR-C,ACR,FF,,8.0,07/01/2025,7/30/2024,NONE,0.64,8.63%,,,7.39,Reit,,3.0,,,,,,25.32,,,24.85,24.89,1.87,1.74,22.61,25.53,20.85,25.53,24.7,2.09,-0.83,43.865031,39.508498,62.217054,18.250653,-0.83,3.85,17.969735,64.795417,7698,6054,4256,6003
ACR PRD,ACR-D,ACR,,,8.0,07/01/2025,5/21/2026,NONE,0.49,7.88%,20.5,18.57,7.39,Reit,,3.0,,,,,,22.45,3.88,1.95,21.31,22.18,5.36,1.22,18.12,23.48,17.69,24.49,21.98,3.86,-1.5,31.630149,41.419384,40.263566,25.248042,-2.51,4.29,34.918033,61.914894,6399,8442,6008,6950
AGNCL,AGNCL,AGNC,FF,,8.0,07/01/2025,10/15/2027,NONE,0.48,7.75%,,,1020.48,Reit,,3.0,,,,,,25.16,,,24.97,24.71,0.74,1.8,22.84,26.59,19.78,26.59,24.7,1.86,-1.89,47.826468,39.288011,65.069767,29.321149,-1.89,4.92,28.663304,57.790507,14240,12842,12191,13091
AGNCM,AGNCM,AGNC,FF,,8.0,07/01/2025,4/15/2024,NONE,0.56,6.88%,,,1020.48,Reit,,3.0,,,,,,25.34,,,24.81,25.07,2.15,1.09,23.01,25.6,20.47,25.85,24.8,1.79,-0.8,42.883436,41.897106,65.937984,17.937337,-1.05,4.33,20.189155,61.653028,14303,15915,12162,14127
AGNCN,AGNCN,AGNC,FF,,8.0,07/01/2025,10/15/2022,NONE,0.61,7.00%,,,1020.48,Reit,,3.0,,,,,,25.83,,,25.64,25.7,0.73,0.5,23.63,26.59,23.63,26.59,25.24,1.61,-1.35,47.861525,44.065227,68.170543,23.681462,-1.35,1.61,23.215637,79.459902,22150,22761,14768,19893
AGNCO,AGNCO,AGNC,FF,,8.0,07/01/2025,10/15/2024,NONE,0.6,6.50%,,,1020.48,Reit,,3.0,,,,,,25.71,,,25.35,25.22,1.42,1.92,23.68,25.95,20.85,25.95,25.13,1.45,-0.82,45.442594,38.847037,70.155039,18.146214,-0.82,4.28,17.868852,61.98036,32088,29412,19310,26937
AGNCP,AGNCP,AGNC,FF,,8.0,07/01/2025,4/15/2025,NONE,0.38,6.13%,,,1020.48,Reit,,3.0,,,,,,25.37,,,24.93,24.63,1.76,2.99,23.37,25.48,19.61,25.48,25.0,1.63,-0.48,44.250657,34.915021,67.922481,14.5953,-0.48,5.39,14.43884,54.713584,37633,34331,43033,38332
AHL PRF,AHL-F,-,,,10.0,06/12/2025,11/30/2029,NONE,0.61,7.00%,,,-,-,,74.0,,,,,,24.2,,,,,,,21.28,26.21,21.28,26.21,24.09,2.81,-2.12,,,53.286822,31.723238,-2.12,2.81,30.983607,71.603928,28868,14851,11593,18438
ALL PRB,ALL-B,ALL,FF,,12.5,06/27/2025,1/15/2023,1/15/2053,0.48,5.10%,,,264.67,Insurance,,89.0,,,,,,26.23,,,25.94,26.0,1.1,0.9,25.01,27.0,25.01,27.0,26.22,1.21,-0.78,46.564417,42.595315,73.131783,17.72846,-0.78,1.21,17.465322,82.07856,26238,27897,19148,24428
ALL PRJ,ALL-J,ALL,,,12.0,06/27/2025,7/15/2028,NONE,0.46,7.38%,,25.29,264.67,Insurance,,89.0,,,,,,26.78,1.48,,26.64,26.98,0.49,-0.78,25.56,27.99,25.15,28.22,26.76,1.2,-1.23,48.702892,48.768948,73.255814,22.428198,-1.46,1.61,24.325347,79.459902,35944,33704,24020,31223
ALTG PRA,ALTG-A,ALTG,,,8.0,07/11/2025,12/22/2025,NONE,0.63,10.00%,26.75,25.75,33.19,Rental&leasingservices,,13.0,,,,,,25.11,-0.64,-1.64,24.85,25.39,1.04,-1.09,23.05,26.25,23.05,27.0,24.57,1.52,-1.68,46.774759,49.90813,69.286822,27.127937,-2.43,1.52,34.110971,80.0491,2261,2897,2501,2553
ANG PRB,ANG-B,-,FF,,9.0,05/16/2025,9/1/2025,NONE,0.41,6.63%,,,-,-,,47.0,,,,,,25.11,,,25.05,25.02,0.24,0.36,24.76,25.9,22.0,25.9,24.91,0.15,-0.99,49.579316,44.579697,86.27907,19.921671,-0.99,2.91,19.583859,70.949264,38691,57962,15385,37346
ANG PRD,ANG-D,-,,,9.0,06/30/2025,1/15/2030,,0.49,7.38%,,,-,-,,2.0,,,,,,25.75,,,,,,,23.54,26.54,23.54,26.54,25.27,1.73,-1.27,,,66.682171,22.845953,-1.27,1.73,22.408575,78.674304,39415,24415,14071,25967
AOMN,AOMN,AOMR,,BB,8.0,07/14/2025,7/30/2026,7/30/2029,0.59,9.50%,,,23.50,Reit,,16.0,,,,,,25.01,,,,,,,23.6,26.09,23.6,26.1,24.52,0.92,-1.57,,,76.728682,25.979112,-1.58,0.92,25.535939,83.977087,8057,7085,3729,6291
APOS,APOS,APO,NFF,,13.0,05/30/2025,12/15/2028,9/15/2053,0.48,7.63%,,,571.72,Assetmanagement,,61.0,,,,,,26.45,,,26.34,26.71,0.42,-0.96,24.89,27.61,24.89,27.77,26.3,1.41,-1.31,48.948291,49.430409,70.651163,23.263708,-1.47,1.41,24.42623,80.769231,28907,34886,30702,31498
AQNB,AQNB,AQN,FF,,9.0,06/13/2025,7/1/2024,7/1/2079,0.55,6.20%,,,789.65,Utilities,,75.0,,,,,,25.29,,,25.4,25.48,-0.45,-0.75,24.59,26.09,22.71,26.5,25.2,0.61,-0.89,51.998247,48.658705,80.573643,18.877285,-1.3,2.49,22.711223,73.698854,22602,26756,27296,25551
ARGD,ARGD,-,,BB,9.5,05/30/2025,9/15/2017,9/15/2042,0.41,6.50%,24.35,21.31,-,-,,61.0,,,,,,20.19,-1.12,-4.16,20.58,21.61,-1.89,-6.59,19.19,22.71,19.19,24.24,20.06,0.87,-2.65,57.04645,70.11943,77.348837,37.258486,-4.18,0.87,51.765448,84.304419,7061,6626,6414,6700
ARGO PRA,ARGO-A,-,NFF,,8.5,05/27/2025,9/15/2025,NONE,0.44,7.00%,,,-,-,,58.0,,,,,,25.07,,,25.04,24.94,0.11,0.5,24.59,25.36,20.76,25.49,24.91,0.32,-0.45,50.035057,44.065227,84.170543,14.281984,-0.58,4.15,15.447667,62.831424,16923,16991,16801,16905
ARR PRC,ARR-C,ARR,,,8.0,05/15/2025,1/28/2025,,0.15,7.00%,22.6,18.06,81.90,Reit,,46.0,,,,,,20.84,2.78,-1.76,20.94,21.64,-0.47,-3.69,19.27,23.58,17.85,23.58,20.77,1.5,-2.81,52.068361,59.462563,69.534884,38.929504,-2.81,2.92,37.944515,70.883797,10265,9570,8564,9466
ASBA,ASBA,ASB,NFF,,11.0,05/15/2025,3/1/2028,3/1/2033,0.41,6.63%,,,165.95,Regionalbank,,46.0,,,,,,24.05,,,24.1,24.17,-0.2,-0.5,22.99,25.3,18.82,25.3,23.85,0.86,-1.45,51.121823,47.740009,77.472868,24.725849,-1.45,5.03,24.224464,57.070376,17084,13954,10815,13951
ATCO PRD,ATCO-D,-,,,8.0,07/25/2025,1/30/2018,NONE,0.5,7.95%,25.27,23.86,-,-,,27.0,,,,,,25.33,1.47,0.06,25.04,25.1,1.16,0.91,24.14,25.98,22.04,25.98,24.98,0.84,-1.0,46.354075,42.558567,77.72093,20.02611,-1.0,2.94,19.684741,70.752864,4669,6000,9795,6821
ATCO PRH,ATCO-H,-,,,8.0,07/25/2025,8/11/2021,NONE,0.49,7.88%,24.95,22.38,-,-,,27.0,,,,,,25.4,3.03,0.46,24.86,24.93,2.2,1.91,23.78,25.49,21.36,25.49,25.07,1.29,-0.42,42.708151,38.883785,72.139535,13.968668,-0.42,3.71,13.833544,65.711948,11610,14110,24558,16760
ATCOL,ATCOL,-,,,8.0,07/15/2025,5/13/2023,10/30/2027,0.45,7.13%,,,-,-,,17.0,,,,,,25.28,,,24.95,25.03,1.34,1.03,22.45,25.45,22.45,25.9,24.93,2.48,-0.52,45.72305,42.117593,57.379845,15.013055,-0.97,2.48,19.382093,73.764321,2017,2501,2387,2302
ATH PRA,ATH-A,-,NFF,,11.5,06/13/2025,6/30/2029,NONE,0.4,6.35%,,,-,-,,75.0,,,,,,24.52,,,24.16,24.56,1.47,-0.16,21.6,25.71,19.81,25.71,24.45,2.85,-1.26,45.267309,46.490583,52.790698,22.741514,-1.26,4.64,22.307692,59.623568,37535,35797,37532,36955
ATH PRC,ATH-C,-,NFF,,11.5,06/13/2025,9/30/2025,NONE,0.4,6.38%,,,-,-,,75.0,,,,,,24.98,,,25.1,25.11,-0.48,-0.53,24.24,25.46,22.56,25.64,24.91,0.67,-0.55,52.103418,47.850253,79.829457,15.326371,-0.73,2.35,16.960908,74.615385,64800,73512,115626,84646
ATH PRE,ATH-E,-,NFF,,11.5,06/13/2025,12/30/2027,NONE,0.48,7.75%,,,-,-,,75.0,,,,,,25.85,,,25.65,26.2,0.76,-1.32,24.17,27.5,23.61,27.5,25.77,1.6,-1.73,47.756354,50.75333,68.294574,27.650131,-1.73,2.16,27.04918,75.859247,22061,24127,36425,27537
ATHS,ATHS,-,NFF,,12.0,06/12/2025,3/30/2029,3/30/2064,0.45,7.25%,,,-,-,,74.0,,,,,,25.19,,,25.11,25.34,0.31,-0.58,24.01,26.25,24.01,26.25,25.11,1.1,-1.14,49.333918,48.033992,74.496124,21.488251,-1.14,1.1,21.0971,82.798691,45125,43328,33908,40787
ATLCL,ATLCL,ATLC,,,8.0,07/11/2025,10/2/2026,12/31/2026,0.38,6.13%,24.52,21.61,15.11,Creditservices,,13.0,,,,,,24.09,2.48,-0.43,24.09,23.67,-0.01,1.79,23.29,24.76,20.62,24.76,23.76,0.47,-1.0,50.455741,39.324759,82.310078,20.02611,-1.0,3.14,19.684741,69.443535,5323,6337,6191,5950
ATLCP,ATLCP,ATLC,,,8.0,05/30/2025,6/11/2026,NONE,0.48,7.63%,24.15,20.61,15.11,Creditservices,,61.0,,,,,,22.05,1.44,-2.1,22.95,23.04,-3.92,-4.28,21.66,24.5,18.51,24.8,21.9,0.24,-2.6,64.163015,61.630684,85.162791,36.736292,-2.9,3.39,38.852459,67.806874,4366,4449,7353,5390
ATLCZ,ATLCZ,ATLC,,BB,8.0,07/01/2025,1/31/2028,1/31/2029,0.58,9.25%,,,15.11,Creditservices,,3.0,,,,,,25.04,,,25.02,25.01,0.07,0.14,23.4,25.5,23.4,25.5,24.48,1.08,-1.02,50.175285,45.388149,74.744186,20.234987,-1.02,1.08,19.886507,82.929624,23219,18208,15925,19117
AUB PRA,AUB-A,AUB,,,8.0,05/16/2025,9/1/2025,NONE,0.43,6.88%,26.14,19.25,142.37,Regionalbank,,47.0,,,,,,24.7,4.7,-2.19,24.26,24.34,-1.29,-1.6,22.86,25.93,19.21,25.93,23.74,0.88,-2.19,54.943032,51.782269,77.224806,32.454308,-2.19,4.53,31.689786,60.343699,13976,10563,10517,11685
BAC PRE,BAC-E,BAC,FLR,,11.0,07/25/2025,11/15/2011,NONE,0.31,4.00%,,,7537.21,Bank,,27.0,,,,,,22.11,,,22.28,23.47,-0.74,-5.79,20.81,25.5,19.52,25.5,21.89,1.08,-3.61,53.014899,67.179605,74.744186,47.284595,-3.61,2.37,46.015132,74.484452,18102,22981,23632,21572
BANC PRF,BANC-F,BANC,NFF,,8.0,05/19/2025,9/1/2027,NONE,0.49,7.75%,,,169.33,Regionalbank,,50.0,,,,,,24.64,,,24.7,24.42,-0.24,0.91,23.39,25.6,21.0,25.6,24.42,1.03,-1.18,51.262051,42.558567,75.364341,21.906005,-1.18,3.42,21.500631,67.610475,43389,31300,19323,31337
BANFP,BANFP,BANF,,TP,8.0,06/27/2025,3/21/2009,3/31/2034,0.45,7.20%,27.53,27.0,33.23,Regionalbank,,89.0,,,,,,26.06,-0.94,-1.47,26.04,25.85,0.07,0.79,25.45,29.45,24.7,29.45,26.05,0.6,-3.4,50.175285,42.999541,80.697674,45.091384,-3.4,1.35,43.896595,81.162029,582,404,184,390
BC PRA,BC-A,BC,,BB,11.5,06/29/2025,10/15/2023,10/15/2048,0.4,6.50%,26.22,22.5,65.69,Consumercyclical,,1.0,,,,,,23.94,1.44,-2.28,23.73,24.42,0.9,-1.98,22.58,25.43,22.09,25.92,23.54,0.96,-1.89,47.265557,53.178686,76.232558,29.321149,-2.38,1.45,33.606557,80.507365,7887,8730,10766,9128
BC PRC,BC-C,BC,,BB,11.5,06/29/2025,4/15/2024,4/15/2049,0.39,6.38%,25.99,22.33,65.69,Consumercyclical,,1.0,,,,,,24.01,1.68,-1.98,23.4,24.3,2.63,-1.2,22.0,25.43,21.76,25.77,23.62,1.62,-1.81,41.200701,50.312356,68.046512,28.48564,-2.15,1.86,31.286255,77.823241,13151,14880,15672,14568
BK PRK,BK-K,BK,NFF,,12.5,06/05/2025,3/20/2030,NONE,0.41,6.15%,,,715.58,Bank,,67.0,,,,,,25.55,,,,,,,24.54,25.83,24.54,25.83,25.45,0.91,-0.38,,,76.852713,13.550914,-0.38,0.91,13.430013,84.042553,202605,202605,59621,154944
BML PRG,BML-G,BAC,FLR,,11.0,05/15/2025,11/28/2009,NONE,0.33,3.00%,,,7537.21,Bank,,46.0,,,,,,20.5,,,21.54,22.32,-4.82,-8.16,20.25,23.5,19.66,23.68,20.34,0.09,-3.16,67.318142,75.888838,87.023256,42.584856,-3.34,0.68,43.291299,85.548282,5740,4102,5904,5248
BML PRH,BML-H,BAC,FLR,,11.0,05/15/2025,11/28/2009,NONE,0.32,3.00%,,,7537.21,Bank,,46.0,,,,,,20.02,,,21.37,22.22,-6.3,-9.9,19.73,23.45,19.05,23.45,19.86,0.13,-3.59,72.506573,82.282958,86.527132,47.075718,-3.59,0.81,45.813367,84.697218,16355,17057,26082,19831
BML PRJ,BML-J,BAC,FLR,,11.0,05/15/2025,11/21/2010,NONE,0.33,4.00%,,,7537.21,Bank,,46.0,,,,,,21.83,,,22.52,23.11,-3.07,-5.53,20.7,24.55,20.0,24.69,21.67,0.97,-2.88,61.183173,66.224162,76.108527,39.660574,-3.02,1.67,40.063052,79.067103,16596,16107,10668,14457
BML PRL,BML-L,BAC,FLR,,11.0,07/01/2025,5/21/2010,NONE,0.32,4.00%,,,7537.21,Bank,,3.0,,,,,,20.49,,,21.76,22.85,-5.83,-10.35,19.8,24.75,19.65,24.77,20.18,0.38,-4.57,70.858896,83.93661,83.426357,57.310705,-4.59,0.53,55.901639,86.530278,21988,22174,39338,27833
BOH PRB,BOH-B,BOH,,,9.5,07/14/2025,8/1/2029,NONE,0.5,8.00%,,,39.66,Regionalbank,,16.0,,,,,,26.05,,,,,,,24.81,27.13,24.81,27.13,25.64,0.83,-1.49,,,77.844961,25.143603,-1.49,0.83,24.627995,84.566285,20258,17905,17138,18433
BPOPM,BPOPM,BPOP,,TP,7.0,05/15/2025,12/1/2009,12/1/2034,0.13,6.13%,27.2,24.51,69.37,Regionalbank,,46.0,,,,,,25.09,0.58,-2.11,25.37,25.49,-1.09,-1.59,24.53,26.09,24.38,26.25,25.03,0.5,-1.06,54.241893,51.745521,81.937984,20.652742,-1.22,0.65,21.904161,85.744681,2075,2099,3468,2547
C PRN,C-N,C,FF,,10.0,07/25/2025,10/30/2015,10/30/2040,0.68,7.88%,,,1868.19,Bank,,27.0,,,,,,29.68,,,29.72,29.93,-0.12,-0.84,28.36,31.34,27.82,31.34,29.2,0.84,-2.14,50.841367,48.989435,77.72093,31.932115,-2.14,1.38,31.185372,80.96563,105730,119248,119338,114772
CCIA,CCIA,CCIF,,Term,8.0,05/19/2025,10/31/2025,10/31/2028,0.18,8.75%,,,15.39,Cef,,50.0,,,,,,25.55,,,25.62,25.8,-0.26,-0.96,25.0,27.79,24.1,27.79,25.47,0.47,-2.32,51.332165,49.430409,82.310078,33.81201,-2.32,1.37,33.001261,81.031097,4384,5250,4993,4875
CFG PRH,CFG-H,CFG,,,10.5,06/20/2025,7/6/2029,NONE,0.46,7.38%,,,433.40,Regionalbank,,82.0,,,,,,25.94,,,26.15,26.41,-0.8,-1.79,24.95,27.69,24.95,27.69,25.9,0.95,-1.79,53.225241,52.480478,76.356589,28.276762,-1.79,0.95,27.654477,83.780687,29055,26577,27358,27663
CGBDL,CGBDL,CGBD,,,8.0,05/15/2025,,,0.51,,,,72.90,Assetmanagement,,46.0,,,,,,25.53,,,25.65,25.67,-0.48,-0.53,25.05,26.66,25.05,26.66,25.28,0.23,-1.38,52.103418,47.850253,85.286822,23.994778,-1.38,0.23,23.518285,88.494272,8356,5879,5685,6640
CHMI PRA,CHMI-A,CHMI,,,8.0,06/27/2025,8/17/2022,NONE,0.51,8.20%,22.65,19.6,32.66,Reit,,89.0,,,,,,20.95,1.35,-1.7,21.43,22.63,-2.24,-7.41,19.2,24.4,17.75,25.0,20.94,1.74,-3.46,58.273444,73.132751,66.55814,45.718016,-4.06,3.19,50.554855,69.116203,2769,2541,2846,2718
CHMI PRB,CHMI-B,CHMI,FF,,8.0,06/27/2025,4/5/2024,NONE,0.64,8.25%,,,32.66,Reit,,89.0,,,,,,23.97,,,24.09,24.56,-0.52,-2.38,22.23,25.1,20.2,25.6,23.96,1.73,-1.14,52.243646,54.648599,66.682171,21.488251,-1.64,3.76,26.141236,65.384615,4331,3557,1503,3130
CHSCL,CHSCL,-,,,8.0,06/13/2025,1/21/2025,NONE,0.47,7.50%,27.3,25.07,-,-,,75.0,,,,,,25.39,0.32,-1.91,25.71,25.87,-1.25,-1.85,25.31,26.42,24.92,26.63,25.31,0.0,-1.11,54.802805,52.700965,88.139535,21.174935,-1.32,0.39,22.912989,87.446809,22220,23162,19477,21620
CHSCM,CHSCM,-,,,8.0,06/13/2025,9/30/2024,NONE,0.42,6.75%,26.4,24.05,-,-,,75.0,,,,,,24.04,-0.01,-2.36,24.75,25.1,-2.85,-4.22,23.8,25.97,23.51,26.19,23.97,0.17,-2.0,60.411919,61.410198,86.031008,30.469974,-2.22,0.46,31.992434,86.988543,18378,18299,21540,19405
CHSCN,CHSCN,-,,,8.0,06/13/2025,3/31/2024,NONE,0.44,7.10%,26.3,24.62,-,-,,75.0,,,,,,24.63,0.01,-1.67,25.2,25.52,-2.26,-3.49,24.37,26.39,24.37,26.9,24.56,0.19,-1.83,58.343558,58.727607,85.782946,28.694517,-2.34,0.19,33.203026,88.756137,14314,14813,22469,17199
CHSCO,CHSCO,-,,,8.0,06/13/2025,9/26/2023,NONE,0.49,7.88%,28.31,25.64,-,-,,75.0,,,,,,26.1,0.46,-2.21,26.43,26.69,-1.24,-2.21,25.6,27.4,25.46,27.73,26.02,0.42,-1.38,54.767748,54.023886,82.930233,23.994778,-1.71,0.56,26.847415,86.333879,18105,18915,27634,21551
CICB,CICB,CION,,,8.0,06/12/2025,12/30/2026,12/30/2029,0.47,7.50%,,,52.69,Assetmanagement,,74.0,,,,,,24.69,,,,,,,24.32,163.1,24.32,163.1,24.61,0.29,-138.49,,,84.542636,,-138.49,0.29,,88.101473,17029,7776,6089,10298
